State,Year,Year Code,Deaths,Population,Crude Rate
Washington,2007,2007,47323,6461587,732.4
Washington,2008,2008,48627,6562231,741
Washington,2009,2009,48270,6667426,724
Washington,2010,2010,48146,6724540,716
Washington,2011,2011,49691,6830038,727.5
Washington,2012,2012,50105,6897012,726.5
Washington,2013,2013,51264,6971406,735.3
Washington,2014,2014,52099,7061530,737.8
Washington,2015,2015,54595,7170351,761.4
Washington,2016,2016,54769,7288000,751.5
Washington,2017,2017,56995,7405743,769.6
Washington,,,922683,124725438,739.8
West Virginia,1999,1999,21049,1811799,1161.8
West Virginia,2000,2000,21114,1808344,1167.6
West Virginia,2001,2001,20967,1801481,1163.9
West Virginia,2002,2002,21016,1805414,1164.1
West Virginia,2003,2003,21306,1812295,1175.6
West Virginia,2004,2004,20793,1816438,1144.7
West Virginia,2005,2005,20780,1820492,1141.4
West Virginia,2006,2006,20672,1827912,1130.9
West Virginia,2007,2007,21086,1834052,1149.7
West Virginia,2008,2008,21557,1840310,1171.4
West Virginia,2009,2009,21386,1847775,1157.4
West Virginia,2010,2010,21275,1852994,1148.1
West Virginia,2011,2011,21867,1855364,1178.6
West Virginia,2012,2012,21915,1855413,1181.1
West Virginia,2013,2013,21843,1854304,1178
West Virginia,2014,2014,22186,1850326,1199
West Virginia,2015,2015,22752,1844128,1233.8
West Virginia,2016,2016,22732,1831102,1241.4
West Virginia,2017,2017,23276,1815857,1281.8
West Virginia,,,409572,34785800,1177.4
Wisconsin,1999,1999,46672,5332666,875.2
Wisconsin,2000,2000,46461,5363675,866.2
Wisconsin,2001,2001,46628,5406835,862.4
Wisconsin,2002,2002,46981,5445162,862.8
Wisconsin,2003,2003,46177,5479203,842.8
Wisconsin,2004,2004,45600,5514026,827
Wisconsin,2005,2005,46709,5546166,842.2
Wisconsin,2006,2006,46153,5577655,827.5
Wisconsin,2007,2007,46241,5610775,824.1
Wisconsin,2008,2008,46815,5640996,829.9
Wisconsin,2009,2009,45697,5669264,806
Wisconsin,2010,2010,47308,5686986,831.9
Wisconsin,2011,2011,48410,5711767,847.5
Wisconsin,2012,2012,48384,5726398,844.9
Wisconsin,2013,2013,50026,5742713,871.1
Wisconsin,2014,2014,50291,5757564,873.5
Wisconsin,2015,2015,51264,5771337,888.3
Wisconsin,2016,2016,51815,5778708,896.7
Wisconsin,2017,2017,52681,5795483,909
Wisconsin,,,910313,106557379,854.3
Wyoming,1999,1999,4042,491780,821.9
Wyoming,2000,2000,3920,493782,793.9
Wyoming,2001,2001,4029,494657,814.5
Wyoming,2002,2002,4174,500017,834.8
Wyoming,2003,2003,4172,503453,828.7
Wyoming,2004,2004,3955,509106,776.9
Wyoming,2005,2005,4099,514157,797.2
Wyoming,2006,2006,4311,522667,824.8
Wyoming,2007,2007,4266,534876,797.6
Wyoming,2008,2008,4227,546043,774.1
Wyoming,2009,2009,4283,559851,765
Wyoming,2010,2010,4438,563626,787.4
Wyoming,2011,2011,4387,568158,772.1
Wyoming,2012,2012,4481,576412,777.4
Wyoming,2013,2013,4516,582658,775.1
Wyoming,2014,2014,4666,584153,798.8
Wyoming,2015,2015,4778,586107,815.2
Wyoming,2016,2016,4722,585501,806.5
Wyoming,2017,2017,4768,579315,823
Wyoming,,,82234,10296319,798.7
,,,47728569,5761465567,828.4
